phrase_name,tag_j,count_j
百分之八十,m,93
百分之八十五,m,3
百分之八十五點,m,2
百分之八十八點,m,2
百分之八十點,m,2
百分之八點,m,14
百分之六,m,35
百分之六七,m,2
百分之六十,m,13
百分之六十五,m,2
百分之六十六,m,2
百分之六點,m,16
百分之十,m,51
百分之十一,m,4
百分之十一點九,m,3
百分之十七,m,6
百分之十七點三,m,2
百分之十三,m,4
百分之十三點,m,3
百分之十三點三,m,2
百分之十九,m,2
百分之十九點八,m,2
百分之十二,m,9
百分之十五,m,13
百分之十八,m,13
百分之十六,m,5
百分之十六點八,m,2
百分之十四,m,11
百分之十左右,m,2
百分之十幾,m,9
百分之十點,m,2
百分之四,m,38
百分之四五十,m,3
百分之四五十左右,m,2
百分之四十,m,19
百分之四十九,m,2
百分之四十八,m,2
百分之四十四,m,2
百分之四點,m,20
百分之幾,i,12
百分之幾十,m,2
百分之百,m,138
百分之零點,m,12
百分位,m,5
百分制,n,18
百分尺,m,3
百分百,m,20
百分號,m,3
百分表,n,14
百列,m,2
百利,nz,19
百利威,ns,3
百刻圖,n,3
百劫紅顏,i,3
百勝,nz,58
百勝刀王,i,5
百匹,m,6
百十,m,179
百十丈,m,4
百十位,m,2
百十個,m,26
百十元,m,3
百十兩,m,3
百十匹,m,3
百十口,m,3
百十名,m,4
百十塊,m,2
百十年,m,7
百十戶,m,3
百十斤,m,7
百十條,m,3
百十步,m,8
百十畝,m,2
百十米,m,2
百十粒,m,2
百十萬,m,5
百十處,m,2
百十號,m,8
百十輛,m,3
百十遍,m,2
百十道,m,2
百十里,m,18
百十間,m,2
百十餘,m,8
百十首,m,2
百千,m,9
百千克,m,2
百千米,m,14
百千萬,m,6
百千萬億,m,4
百升,m,3
百卉千葩,n,3
百卉吐豔,nr,3
百卉含英,nr,3
百卷,m,7
百口,n,23
百口同聲,i,3
百口泉,nz,2
百口難分,l,3
百句,m,4
百合折,n,3
百合科,nz,32
百名,m,117
百味,n,25
百品千條,l,3
百員,n,3
百問不厭,i,3
百問不煩,i,3
百善孝為,i,3
百喙一詞,v,3
百喙如一,v,3
百喙莫辯,nr,3
百喙難辭,nr,3
百喙難辯,nr,3
百噸,m,18
百囀千聲,q,3
百四十六,m,128
百回,m,4
百團大戰,nz,54
百城,ns,3
百城之富,nz,3
百場,n,6
百堵皆作,l,3
百塊,m,6
百墮俱舉,i,3
百多,m,6
百多個,m,4
百多兩,m,2
百多噸,m,3
百多年,m,10
百多斤,m,2
百多米,m,2
百多萬項,m,4
百夜,m,5
百大,nz,10
百天,m,5
百夫決拾,i,3
百套,m,3
百姓家,n,42
百姓生活,i,3
百姓網,n,3
百姓遭殃,v,3
百威,n,4
百媚生,i,3
百子,n,25
百孔千創,nz,3
百字,n,3
百安居,n,3
百家,m,136
百家公司,nt,4
百家樂,nz,3
百家爭嗚,nr,3
百家衣,n,2
百家講壇,n,3
百家飯,n,8
百富勤,ns,18
百富榜,i,3
百寶,nz,35
百寶箱,n,6
百寶萬貨,nz,3
百封,m,5
百尊,m,2
百對,m,2
百尺,m,27
百尺無枝,i,3
百尺竿頭更進一步,i,2
百川,ns,3
百川朝海,ns,3
百川歸海,ns,3
百川赴海,i,3
百左右,m,2
百巧千窮,i,3
百巧成窮,i,3
百幅,n,4
百幕,m,2
百幫,m,3
百平方公里,m,5
百平方米,m,3
百年,m,1542
百年一遇,l,5
百年不遇,l,32
百年之好,l,2
百年之後,l,27
百年之柄,i,3
百年之業,l,3
百年之約,l,3
百年偕老,i,3
百年史,n,3
百年大業,l,3
百年大計,l,17
百年好事,l,3
百年孤獨,i,3
百年歌,n,3
百年老,n,3
百年誕辰,n,3
百年諧老,l,3
百年難遇,l,2
百床,n,2
百度,n,11008
百度搜,l,3
百度網,nz,3
百座,m,10
百廢具作,l,3
百廢具興,l,3
百廢具舉,l,3
百廢鹹舉,l,3
百張,m,8
百強,n,47
百強縣,ns,18
百忍成金,l,3
百忙,d,92
百忙中,l,3
百忙之中,i,35
百忙當中,i,3
百念皆灰,i,3
百思,n,3
百思不得其解,i,71
百思不解,i,14
百思買,l,3
百怪千奇,i,3
百感,n,3
百感交加,nz,3
百感叢生,l,2
百態紛呈,i,3
百慕大,nz,70
百慕大杯,nz,4
百慕大群島,ns,25
百慮一致,i,3
百慮攢心,l,3
百憂解,i,3
百成,m,2
百戰,nz,3
百戰不殆,i,27
百戰天蟲,nz,3
百戰天龍,nz,3
百戰百敗,nz,3
百戲,n,196
百戶,n,66
百所,n,9
百手,m,2
百把,m,15
百折,m,11
百折不屈,i,3
百折不移,i,3
百折千回,i,3
百拙千醜,i,3
百招,m,13
百挑不厭,i,3
百擔,m,2
百支,m,3
百數,m,7
百數十里,m,3
百文,nz,4
百斤,m,35
百方,n,5
百日,m,137
百日維新,nz,26
百景,n,3
百曉生,nr,3
百曲,n,2
百會,n,3
百會穴,n,35
百服,n,5
百本,n,2
百枚,m,15
百果山,ns,3
百枝,m,2
百架,m,8
百柱,n,4
百株,m,2
百根,m,5
百桌,m,5
百條,m,21
百棟,m,2
百業,n,17
百業凋敝,i,3
百業待興,l,2
百業網,n,3
百業興旺,l,4
百業蕭條,i,3
百樂,n,3
百樂門,n,11
百樣,m,12
百次,m,45
百款,n,2
百步,m,87
百步亭,nz,3
百步穿場,n,3
百步穿揚,i,3
百歲,m,190
百歲之好,l,3
百歲之後,i,3
百歲之盟,l,3
百歲千秋,i,3
百歲堂,n,3
百歲老人,n,3
百歲誕辰,n,3
百死一生,i,3
百毒不侵,l,3
百泉,nz,13
百潔布,n,2
百濟,n,79
百無一事,i,3
百無一堪,i,3
百無一成,i,3
百無一是,i,3
百無一漏,i,3
百無一用,l,14
百無一能,i,3
百無一見,i,3
百無所成,i,3
百無是處,l,3
百犬吠聲,i,3
百獸率舞,i,3
百畝,m,73
百病叢生,n,3
百發,nz,4
百白破,i,4
百盛,nz,5
百盞,m,2
百看不厭,i,6
百眼,m,151
百福具臻,nr,3
百科,nz,16728
百科全書式,nz,15
百科知識,l,3
百科詞典,n,3
百科辭典,n,3
百種,m,95
百端,n,34
百端交集,n,3
百端待舉,i,3
百等,m,4
百節,n,4
百篇,m,20
百米,m,131
百米樁,n,3
百米賽跑,ns,3
百粒,m,2
百級,n,130
百紫千紅,i,3
百結愁腸,i,3
百結懸鶉,n,3
百縱千隨,i,3
百老,n,3
百聞,n,3
百聞不如,i,3
百聽不厭,i,2
百脈泉,nz,3
百腦匯,n,3
百臺,n,3
百舉百全,i,3
百舉百捷,i,3
百舌之聲,i,3
百舌鳥,n,6
百舍重繭,n,3
百舍重趼,nr,3
百般刁難,l,4
百般奉承,l,3
百般折磨,i,3
百般挑剔,l,3
百般撫慰,i,3
百般為難,l,3
百般無奈,i,12
百般狡辯,vn,3
百般花樣,l,3
百般阻撓,i,3
百舸爭流,i,7
百艘,m,4
百色,n,66
百色地區,ns,4
百色市,ns,14
百色起義,l,9
百花,n,687
百花凋零,i,3
百花叢,n,3
百花園,n,266
百花宮,n,3
百花山,ns,5
百花怒放,i,3
百花文藝出版社,nt,6
百花洲,ns,5
百花洲文藝出版社,nt,3
百花爭妍,nr,3
百花爭豔,l,6
百花獎,nz,46
百花生日,i,2
百花盛開,l,3
百花蓮,n,2
百草仙,n,3
百草園,n,4
百草堂,n,3
百草霜,i,3
百萬,m,1184
百萬人次,m,3
百萬件,m,3
百萬份,m,6
百萬倍,m,4
百萬元,m,49
百萬兩,m,8
百萬冊,m,5
百萬分之一,m,21
百萬千瓦,m,9
百萬只,m,3
百萬名,m,2
百萬噸,m,21
百萬噸級,m,3
百萬富婆,i,2
百萬年,m,25
百萬戶,m,2
百萬擔,m,2
百萬斤,m,3
百萬條,m,5
百萬畝,m,5
百萬發,m,4
百萬石,i,3
百萬秒,m,15
百萬種,m,4
百萬立方米,m,6
百萬美元,m,59
百萬英鎊,m,6
百萬莊,nz,3
百萬計,i,3
百萬買宅,n,3
百萬錠,m,2
百萬隻,m,3
百萬雄兵,i,3
百萬雄師,i,63
百萬頭,m,2
百葉,n,7
百葉箱,n,7
百著,m,3
百蓮凱,nr,3
百蕊草,l,3
百藝,n,6
百處,m,7
百號,n,4
百蟲窩,n,3
百行,n,6
百衣百隨,i,3
百裡挑一,l,20
百褶,n,6
百計,n,3
百計千心,i,3
百計千謀,i,3
百論,n,3
百謀千計,i,3
百變龍,nz,3
百貨大廈,nt,3
百貨大樓,n,34
百貨類,n,3
百起,m,7
百越,nz,82
百越族,n,6
百足不僵,i,3
百足之蟲,i,9
百身何贖,i,3
百車,n,4
百載,m,5
百載樹人,i,3
百輛,m,45
百轉千回,i,7
百辭莫辯,i,3
百週年,m,4
百遍,m,11
百道,n,7
百部,m,27
百部鹼,n,3
百醜圖,nz,3
百里,m,211
百里之才,i,3
百里洲,ns,11
百里洲鎮,ns,2
百里酚,nz,3
百里酚藍,nz,3
百里酚酞,n,3
百重,n,4
百鍊千錘,nz,3
百鍊成剛,i,3
百鍊鋼,n,11
百鏈成鋼,nz,3
百門,n,8
百間,n,9
百隆,ns,3
百隻,m,35
百集,n,3
百靈廟,ns,15
百靈網,nz,3
百靈達,nz,3
百頁,m,5
百頁窗,n,3
百頃,m,7
百項,m,13
百順,nz,3
百順千隨,i,3
百順百依,nz,3
百頭,n,265
百顆,m,3
百餘,m,185
百餘丈,m,19
百餘人,l,3
百餘件,m,6
百餘位,m,8
百餘個,m,13
百餘公里,m,12
百餘具,m,4
百餘匹,m,8
百餘千米,m,3
百餘卷,m,4
百餘名,m,55
百餘家,m,15
百餘幅,m,2
百餘平方公里,m,2
百餘年,m,92
百餘座,m,14
百餘戶,m,6
百餘所,m,6
百餘招,m,21
百餘斤,m,6
百餘日,m,9
百餘枚,m,2
百餘架,m,5
百餘條,m,18
百餘次,m,4
百餘步,m,10
百餘片,m,2
百餘種,m,40
百餘篇,m,15
百餘米,m,18
百餘臺,m,3
百餘艘,m,3
百餘華裡,m,2
百餘華里,m,2
百餘萬,m,25
百餘萬口,m,3
百餘萬頭,m,3
百餘處,m,10
百餘號,m,2
百餘裡,m,35
百餘輛,m,5
百餘部,m,5
百餘里,m,35
百餘間,m,3
百餘隻,m,9
百餘頭,m,2
百餘首,m,3
百首,m,10
百香,n,3
百香果,n,3
百香果汁,nz,3
百鬼眾魅,l,3
百鳥之王,i,3
百鳥園,n,5
百鳥朝鳳,i,9
百鳥爭鳴,i,3
百點,m,3
百齡眉壽,ns,3
癿,zg,2
皁,"n, zg","285, 2"
皁君廟,ns,3
皁河,ns,4
皁洗,v,3
皁片,n,3
皁甙,nz,3
皁白,n,8
皁白不分,n,3
皁白分明,n,3
皁白須分,n,3
皁白鬚分,n,3
皁盒,n,3
皁石,n,3
皁礬,n,3
皁粉,n,3
皁素,n,3
皁索,n,3
皁絲麻線,n,3
皁角刺,n,3
皁隸,n,96
皁靴,n,10
皁鞋,n,3
皂化,n,25
皂化劑,n,3
皂莢,n,16
的一確二,l,3
的哥,n,63
的士,n,20
的士高,n,3
的確如此,l,31
的確良,n,12
的花海,ns,3
的裡雅斯特,ns,23
的裡雅斯特市,ns,3
皆佳,nrt,3
皆大歡喜,i,85
皆成文章,i,3
皆曰,i,3
皆準,i,3
皆然,nrt,3
皆空,nrt,3
皆驚,i,3
皇叔,n,91
皇后區,n,2
皇國,ns,2
皇城,n,4127
皇城根,ns,3
皇城根兒,n,6
皇太極,n,792
皇妃,n,12
皇姑,n,8
皇姑區,n,5
皇姑屯,nr,40
皇嫂,n,8
皇子,n,352
皇子皇孫,nr,3
皇家學院,n,3
皇家宮苑,ns,3
皇家田,nr,2
皇家禮炮,n,3
皇家馬德里隊,nz,25
皇崗,n,270
皇廟,n,2
皇弟,n,3
皇恩,n,119
皇恩浩蕩,i,3
皇族內閣,ns,3
皇曆,n,12
皇村,n,3
皇榜,n,3
皇權,n,961
皇民,n,3
皇民化,n,27
皇爺,n,478
皇甫,nr,64
皇甫先鵬,nr,33
皇甫少華,nr,2
皇甫嵩,nr,16
皇甫平,nr,3
皇甫惟明,nr,3
皇甫端,nr,6
皇甫謐,nr,15
皇甫酈,nr,3
皇甫閣,nr,47
皇皇,n,25
皇糧,n,34
皇紫風,nr,3
皇統,n,28
皇莊,n,36
皇袍,n,3
皇親,n,3
皇貴妃,nr,3
皇路店,n,3
皇軍,n,63
皇道,n,4
皇阿瑪,nr,3
皇馬,n,243
皊,zg,203
皋落,ns,2
皋蘭,ns,10
皋蘭山,ns,5
皋蘭縣,ns,4
皎然,z,47
皎白,z,3
皎陽似火,v,3
皒,zg,30
皓月當空,nz,11
皓潔,nz,3
皓礬,n,3
皓首蒼顏,i,3
皓齒明眸,n,3
皓齒蛾眉,i,3
皕,zg,5
皖南事變,nz,106
皖東,ns,34
皖江,ns,2
皖西,ns,28
皖贛,j,17
皖贛鐵路,nz,8
皘,zg,19
皝,zg,150
皟,zg,90
皠,zg,24
皡,zg,8
皢,zg,180
皣,zg,7
皥,zg,75
皦,zg,30
皧,zg,19
皨,zg,192
皩,zg,3
皪,zg,7
皬,zg,328
皮上衣,n,3
皮下,n,202
皮下脂肪,n,3
皮中萃,nr,2
皮之不存,l,10
皮亞傑,nr,16
皮亞季,nr,7
皮亞拉,nr,14
皮亞斯,nr,5
皮亞特,nr,3
皮亞琴察,nr,3
皮亞西,nr,2
皮亞諾,nr,20
皮件廠,n,3
皮傅,n,3
皮傳示,nr,2
皮光毛,nr,3
皮光肉,n,2
皮克斯,nr,23
皮克林,nr,51
皮克氏,nr,3
皮克河,nr,5
皮克特,nr,8
皮克薩,nr,16
皮兒,n,21
皮內達,nr,2
皮具,n,17
皮具廠,n,3
皮冷杉,nr,3
皮凌遲,nr,2
皮切夫,nr,2
皮切成,nr,3
皮划艇,n,26
皮包公司,n,8
皮包商,n,3
皮包骨頭,n,29
皮化生,n,3
皮博迪,nr,4
皮卡丘,nr,3
皮卡序列,nr,3
皮卡概形,l,3
皮卡爾,nr,4
皮卡秋,nr,3
皮卡第,nr,6
皮卡車,n,3
皮卡迪,nr,3
皮厚肉,n,2
皮厚餡少,v,3
皮合生,n,3
皮吉特,nr,2
皮嘴皮臉,l,3
皮圈,n,3
皮埃爾,nr,36
皮埃羅,nr,5
皮埃蒙特,nrt,3
皮基氏,nr,4
皮堅厚,nr,2
皮塔爾,nr,2
皮墊,n,3
皮墊圈,n,3
皮增厚,nr,2
皮大衣,nr,20
皮奈羅,nr,3
皮套,n,5
皮奧,nrt,4
皮奧拉,nrt,4
皮姆貝,nr,2
皮嫩肉,n,5
皮子,n,652
皮安基,nr,2
皮實,n,11
皮實草,n,2
皮尖,n,3
皮尤河,nr,4
皮尺,nr,4
皮尼洛,nr,2
皮屑,n,19
皮山,nr,14
皮山縣,nr,3
皮島,n,19
皮島之,nr,2
皮島毛,nr,2
皮希科,nr,2
皮帕德,nr,4
皮帶傳動,n,3
皮帶扣,n,3
皮帶機,n,3
皮帶秤,n,3
皮帶輪,n,2
皮帽,n,50
皮帽子,n,20
皮店,n,3
皮庫,n,2
皮張,n,32
皮影,n,32
皮得很,nr,3
皮德蒙,nr,3
皮戈列,nr,2
皮手套,n,3
皮手筒,n,3
皮拉,nrt,2
皮拉斯,nr,2
皮拉波,nr,3
皮掌,n,3
皮損,n,41
皮斯卡,nr,5
皮斯托亞,nrt,3
皮斯河,nr,5
皮日休,nr,275
皮明庥,nr,2
皮書,n,3
皮服,n,2
皮木櫃,nr,2
皮杜魯,nr,2
皮板,n,9
皮板兒,n,3
皮柿花,nr,4
皮格,n,6
皮格爾,nr,3
皮桶子,n,3
皮條客,n,3
皮欽尼,nr,2
皮欽查,nr,2
皮欽語,nr,4
皮毛衣,n,3
皮沙發,nr,5
皮泡夫,nr,2
皮洛士,nr,5
皮洛夫,nr,2
皮洛斯,nr,5
皮浪,n,3
皮清玄,nr,40
皮清雲,nr,3
皮澤蒂,nr,3
皮炎,n,148
皮炎平,nr,3
皮烏斯,nr,11
皮爾卡丹,nr,3
皮爾士,nr,8
皮爾孫,nr,2
皮爾巴,nr,2
皮爾斯,nr,24
皮爾本,nr,3
皮爾森,nr,8
皮爾洛,nr,14
皮爾薩,nr,3
皮特什蒂市,nrt,3
皮特凱恩群島,ns,2
皮特曼,nr,2
皮特森,nr,2
皮特泰,nr,2
皮特爾,nr,2
皮特蘭,nr,3
皮特里,nrt,7
皮猴,n,2
皮猴兒,nr,3
皮瓣,n,7
皮由茲,nr,2
皮甲堅,nr,2
皮皮,n,3
皮皮爾,nr,3
皮皮狗,nr,2
皮皮蝦,nr,3
皮皮魯,nr,3
皮相之,nr,2
皮相之見,i,3
皮相之談,i,3
皮碗,n,3
皮科,n,11
皮科克,nr,9
皮科拉,nr,3
皮秒,nr,8
皮秒超,nr,2
皮笑,nr,3
皮笑肉不,l,3
皮筋,n,9
皮筋兒,l,3
皮筏子,n,7
皮策張力,n,3
皮管,n,7
皮管子,n,3
皮箱子,nr,3
皮節,n,2
皮糖,n,2
皮糙肉厚,n,3
皮紋,n,2
皮納斯,nr,4
皮納爾,nr,2
皮紙,n,21
皮維斯,nr,2
皮線,n,3
皮繩,n,8
皮羅閣,nr,5
皮翼目,i,3
皮耶克,nr,12
皮耶羅,nr,13
皮肉之傷,i,3
皮肉傷,n,3
皮肌炎,n,5
皮腔,n,7
皮膚性病,n,3
皮膚感染,n,3
皮膚毒性,n,3
皮膚癢,n,3
皮膚癬,n,3
皮膠,n,3
皮臉,n,2
皮艇,n,28
皮色,n,39
皮花,n,3
皮茄克,n,3
皮茨,nrt,12
皮茲利,nr,2
皮草,n,3
皮薄餡多,z,3
皮薩列夫,nrt,2
皮薩羅,nr,48
皮薩至,nr,2
皮薩諾,nr,2
皮蘭德,nr,10
皮蠅,n,3
皮袋子,n,2
皮袍,n,28
皮裡,nrt,10
皮裡抽肉,i,3
皮裡春秋,nr,3
皮裡陽秋,nr,4
皮製,n,13
皮製品,n,3
皮褥子,n,20
皮褶,n,6
皮試,n,4
皮諾切特,nrt,4
皮貨,n,52
皮貨商,n,3
皮貨店,n,3
皮質激素,n,3
皮質素,n,4
皮質醇,n,29
皮賴娃,nr,6
皮輥,n,3
皮輥棉,v,3
皮重,n,5
皮金語,nr,5
皮錫瑞,nr,2
皮阿齊,nr,2
皮陸,n,2
皮雲杉,nr,3
皮雷斯,nr,2
皮面,n,32
皮革化工,n,3
皮革商,n,3
皮革廠,n,9
皮革業,n,3
皮革機械,n,3
皮革製品,n,3
皮靴子,i,3
皮鞋廠,n,3
皮鞋油,n,3
皮鞭,nr,78
皮鞭子,n,3
皮領,n,3
皮魚綱,nr,5
皮龜,n,2
皯,zg,197
皰疹,n,52
皰疹病毒,n,3
皳,zg,5
皴擦,v,10
皴裂,v,4
皵,zg,304
皷,zg,12
皸手繭足,z,3
皸裂,v,30
皹,zg,4
皺痕,n,2
皺眉蹙眼,v,3
皺紋紙,n,3
皺縮,v,15
皺葉甘藍,n,3
皺著眉頭,v,3
皺襞,n,13
皺邊,n,3
皻,zg,30
皼,zg,8
皽,zg,2
皾,zg,6
